,muralName,artistName,address,year,imgLink
0,DETROIT MURAL #0674,Pat Perry,"2605 Newark Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b572aa9f950b7329f3abd59/1556712947246/FullSizeRender-3.jpg
1,DETROIT MURAL #0694,Tony Whlgn,"19031 Grand River Ave, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b52ed900e2e72a1709776d6/1556712947219/FullSizeRender-4.jpg
2,DETROIT MURAL #0693,Ledania,"2605 Newark Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b52eb78758d4613dececcfb/1556712947214/FullSizeRender-5.jpg
3,DETROIT MURAL #0690,FFTY,"8801 Oakland Avenue, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b2d4895f950b7e7ee07c3eb/1556712947203/FullSizeRender-6.jpg
4,DETROIT MURAL #0689,Laura Finlay,"4126 Third Avenue, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b2d488c8a922df608353505/1556712947190/FullSizeRender-7.jpg
5,DETROIT MURAL #0687,Ndubisi Okoye,"7900 Mack Avenue, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b2d47b38a922df608350b5d/1556712947179/FullSizeRender-9.jpg
6,DETROIT MURAL #0686,Michael Burdick and Kelly Golden,"10125 East Jefferson, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b2d47a26d2a739de2af78e3/1556712947173/FullSizeRender-10.jpg
7,DETROIT MURAL #0671,Bernal Perez,"6600 West Vernor Highway, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b2d46d90e2e72e10f3d7205/1556712947166/FullSizeRender-11.jpg
8,DETROIT MURAL #0682,Tylonn J. Sawyer,"1550 Taylor Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b475955352f53728bd4ae1c/1556712947208/1531402738820.jpeg
9,DETROIT MURAL #0625,Patch Whisky,"4847 Fort Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16ae130e2e72611beb90d2/1556712947096/FullSizeRender-4.jpg
10,DETROIT MURAL #0624,Ghost Beard,"4847 Fort Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16ae0f575d1f3054e7b1e3/1556712947090/FullSizeRender-5.jpg
11,DETROIT MURAL #0623,Nate Otto,"3546 Michigan Avenue, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16ae0a8a922d0c6b547cc5/1556712947085/FullSizeRender.jpg
12,DETROIT MURAL #0622,Bunnie Reiss,"1457 Griswold St, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16ae05562fa7121fb167f2/1556712947079/FullSizeRender-3.jpg
13,DETROIT MURAL #0621,Phybr,"431 E Congress St, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16adfe70a6ad59dcddb4fa/1556712947073/FullSizeRender-6.jpg
14,DETROIT MURAL #0620,Phil Simpson,"6060 John R Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16ade488251b408d60b8bd/1556712947068/FullSizeRender-1.jpg
15,DETROIT MURAL #0619,Michelle Tanguay,"4475 2nd Avenue, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16adde575d1f3054e7a699/1556712947062/FullSizeRender-2.jpg
16,DETROIT MURAL #0618,Julien de Casabianca,"(near) 8359 Woodward Ave, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16add92b6a28229d7dec6e/1556712947056/FullSizeRender.jpg
17,DETROIT MURAL #0617,Julien de Casabianca,"(near) 8359 Woodward Avenue, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16add403ce64105923d6fb/1556712947048/FullSizeRender-1.jpg
18,DETROIT MURAL #0615,Jake Dwyer,"3714 Trumbull Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16adce88251b408d60b2c3/1556712947043/FullSizeRender-2.jpg
19,DETROIT MURAL #0614,Beverly Fishman,"1431 Washington Blvd, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b1ffc3b352f53138bdd7076/1556712947137/FullSizeRender-3.jpg
20,DETROIT MURAL #0606,Sydney G. James,"314 East Baltimore Ave, Detroit MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b09d1ae562fa7e07bdbb187/1556712947000/FullSizeRender-4.jpg
21,DETROIT MURAL #0300,WC Bevan,"124 West Columbia Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab94f11352f53f31f90df0f/1556712945875/FullSizeRender-5.jpg
22,DETROIT MURAL #0381,Armageddon BEACHPARTY,"1527 West Warren Ave, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ac39776f950b7917fecc922/1556712946297/FullSizeRender-6.jpg
23,DETROIT MURAL #0529,Unknown,"1922 Ferdinand Street, Detroit, MI",Unknown,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ae79d89575d1f30834818ae/1556712946863/IMG_6574.jpg
24,DETROIT MURAL #0528,Freddy Diaz,"9429 West Fort Street, Detroit, MI",Unknown,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ae79c656d2a73cfcaf9300b/1556712946857/FullSizeRender-7.jpg
25,DETROIT MURAL #0326,Ellen Rutt,"7830 W Vernor Hwy, Detroit, Michigan",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5aba58a80e2e723b8ec75b28/1556712946006/FullSizeRender-8.jpg
26,DETROIT MURAL #0039,Jonny Alexander,"12355 Gratiot Ave., Detroit",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab1da1d70a6ad5d2739737b/1556712945436/Jonny-Alexander-Gratiot-Detroit-Mural-Project.jpg
27,DETROIT MURAL #0351,Freddy Diaz,"1930 Springwells Ave, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5abac0be562fa7acbfe5458f/1556712946132/1522188115183.jpeg
28,DETROIT MURAL #0696,"Ben Hesskamp, Alan Thomas, & Teo Brant","5432 Michigan Avenue, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b57298288251b71261d9024/1556712947230/FullSizeRender-9.jpg
29,DETROIT MURAL #0027,Unknown,"2917 Gratiot, Detroit, MI",Unknown,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab1dc14352f53170db6c7e9/1556712945528/002-Detroit-Mural-Project.jpg.jpg
30,DETROIT MURAL #0494,Shades,"1444 Brooklyn St Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ae79a2f6d2a73cfcaf8b265/1556712946841/FullSizeRender-10.jpg
31,DETROIT MURAL #0491,Summer In The City,"4424 Vernor Hwy, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ae799adf950b7f3ad183a8e/1556712946824/FullSizeRender-11.jpg
32,DETROIT MURAL #0633,Willie Wayne Smith,"35 East Grand River, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b23c624758d463f77fd5eab/1556712947160/FullSizeRender-12.jpg
33,DETROIT MURAL #0471,Alex Senna,The Dequindre Cut Greenway,2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ae71f800e2e72dfd92f830a/1556712946768/FullSizeRender-13.jpg
34,DETROIT MURAL #0077,Michael Olszewski,"4765 14th St, Detroit, MI",Unknown,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab1d575352f53170db5d249/1556712945215/Michael-Olszewski-Detroit-Mural-Project.jpg
35,DETROIT MURAL #0076,Michael Olszewski,"2200 W Hancock St, Detroit, MI",Unknown,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab1d587aa4a996aad795ce7/1556712945221/Michael-Olszewski-Detroit-Mural-Project.jpg
36,DETROIT MURAL #0366,MEGGS,"3736 Third Street, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5abcca4e8a922dcb2e9c7d95/1556712946210/FullSizeRender.jpg
37,DETROIT MURAL #0363,Caratoes,"3454 Second Ave., Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5abcc9f3352f53d18626012c/1556712946199/FullSizeRender-1.jpg
38,DETROIT MURAL #0365,Christopher Konecki,"3454 Second Ave., Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5abcc9db575d1fb78e073f4b/1556712946194/FullSizeRender-2.jpg
39,DETROIT MURAL #0337,Freddy Diaz & MEGGS,"1227 Springwells Street, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5aba9b28562fa7dfaedf0815/1556712946059/FullSizeRender-3.jpg
40,DETROIT MURAL #0026,WC Bevan,"3363 Michigan Ave., Detroit",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab1dc2e03ce647150ffcae7/1556712945534/WC-Bevan-2017-Michigan-Detroit-Mural-Project.jpg.jpg
41,DETROIT MURAL #0585,Arlin Graff,"7952 Kercheval Ave, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5aeffbc4352f535b34efbf37/1556712946947/FullSizeRender-4.jpg
42,DETROIT MURAL #0578,Kelsey Montage,"1500 Woodward Avenue, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ae85613575d1f30835e8ccd/1556712946917/FullSizeRender-5.jpg
43,DETROIT MURAL #0695,Summer In The City,"19031 West 7 Mile Road, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b52ee50aa4a995f7a657127/1556712947224/FullSizeRender-6.jpg
44,DETROIT MURAL #0629,Rensone,"15111 Livernois Avenue, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b16ae38aa4a99890c60304f/1556712947126/FullSizeRender-7.jpg
45,DETROIT MURAL #0436,Summer In The City,"14114 East Warren Avenue, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5acabd04575d1fd3934f2451/1556712946619/FullSizeRender-8.jpg
46,DETROIT MURAL #0428,Summer in the City,"1984 West Euclid Street, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5acab257f950b7425215c4bb/1556712946568/FullSizeRender-9.jpg
47,DETROIT MURAL #0609,Sydney Brack and Sam Albaugh,"5233 Trumbull Street, Detroit MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b0f3f0d2b6a28f41d1bbe1a/1556712947037/FullSizeRender-10.jpg
48,DETROIT MURAL #0373,WC Bevan,"9300 Kercheval Ave., Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5abccb4f0e2e72e0bad26222/1556712946248/1524145683270.jpeg
49,DETROIT MURAL #0361,Anthony Lee,"80 West Alexandrine Street, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5abcc97c8a922dcb2e9c69c0/1556712946183/FullSizeRender.jpg
50,DETROIT MURAL #0613,Kevin Joy,"511 West Canfield Street, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b0c12fc562fa7e07b14488f/1556712947030/IMAGE.JPG
51,DETROIT MURAL #0299,,"1616 W. Fort St., Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab94ed5aa4a99dfc496db32/1556712945869/Sintex-2017-Detroit-Mural-Project.jpg
52,DETROIT MURAL #0298,Rich Ayers,"314 East Baltimore Ave, Detroit, MI (Alley behind building)",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab94e80575d1f05f55af1ec/1556712945864/FullSizeRender-12.jpg
53,DETROIT MURAL #0283,FFTY,"18660 Bretton Drive, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90eb2aa4a99a97182690d/1556712945778/FFTY-2017-Detroit-Mural-Project.jpg
54,DETROIT MURAL #0282,Tylonn Sawyer,"8838 Third Ave, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90e9688251b9c2427ba92/1559750236253/Tylonn-Sawyer-2017-Detroit-Mural-Project.jpg
55,DETROIT MURAL #0281,Julian Spradlin,"9131 Oakland Ave, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90e5df950b759a8077926/1559750256108/FullSizeRender.jpg
56,DETROIT MURAL #0218,Rashaun Rucker,"2200 Hunt St, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab1dc0503ce647150ffc553/1559750275191/Rashaun-Rucker-2017-Detroit-Mural-Project.jpg.jpg
57,DETROIT MURAL #0081,Unknown,"The Dequindre Cut Greenway, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab1d51eaa4a996aad794bf0/1559750290387/IMAGE.JPG
58,DETROIT MURAL #0075,Michael Olszewski,"4756 Grand River, Detroit",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab1d59d1ae6cfb57c6c2101/1559750307432/Michael-Olszewski-2017-Detroit-Mural-Project.jpg
59,DETROIT MURAL #0071,WC Bevan,"6331 Third Street, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab1d62870a6ad5d2738d331/1559750323001/tumblr_ouswaa1SjQ1w75qkio1_1280.jpg
60,DETROIT MURAL #0698,Tony WHLGN,"1562 Alfred St, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b572a6603ce642b5e2b1e35/1557315761343/FullSizeRender-2.jpg
61,DETROIT MURAL #0670,Marlo Broughton,"1482 Adelaide Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b572a878a922dbc8509a20f/1557315761348/FullSizeRender.jpg
62,DETROIT MURAL #0677,Sheefy McFly,"2045 Gratiot Avenue, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b572ac2562fa765b769039b/1557315761353/FullSizeRender-1.jpg
63,DETROIT MURAL #0691,Pat Perry,"2934 Russell Street, Detroit, MI",2018,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5b2d488e1ae6cfd5a34ec773/1557315761337/FullSizeRender-8.jpg
64,DETROIT MURAL #0284,Arlin Graff,"1314 Gratiot Ave, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab93f6b758d46cb551de2dc/1557315761217/Arlin-Graff-2017-Detroit-Mural-Project.jpg
65,DETROIT MURAL #0286,Laura Finlay,"1562 Alfred St, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab93fa388251b547896b6ac/1557315761229/Laura-Finlay-2017-Detroit-Mural-Project.JPG
66,DETROIT MURAL #0285,Tatiana Suarez,"2799 Orleans St Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab93f86352f53bd005d0785/1559746937639/Tati-Suarez-2017-Detroit-Mural-Project.jpg
67,DETROIT MURAL #0279,Shades,"2739 Russell St (Rear), Detroit",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90e24575d1fd33701f1e5/1559746957646/Shades-2017-Detroit-Mural-Project.JPG
68,DETROIT MURAL #0278,Denial,"2719 Russell St, Detroit, MI 48207",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90e08352f53cd311f46c3/1559746990736/Denial-2017-Detroit-Mural-Project.jpg
69,DETROIT MURAL #0277,BMike & Rick Williams,"1573 Adelaide St, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90deb562fa76d37251a3d/1559747010778/BMike-Rick-Williams-2017-Detroit-Mural-Project.jpg
70,DETROIT MURAL #0280,Tavar Zawacki,"2611 Russell St, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90e41758d460c889f6b70/1559747105058/IMAGE.JPG
71,DETROIT MURAL #0274,,,2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90d8a575d1fd33701c786/1559747124717/Jonny-Alexander-2017-Detroit-Mural-Project.jpg
72,DETROIT MURAL #0276,Mary Iverson,"1560 Alfred St, Detroit, MI (parking lot)",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90dc92b6a28bbf5bd89ca/1559747143400/Mary-Iverson-2017-Detroit-Mural-Project.jpg
73,DETROIT MURAL #0275,Camilo Pardo,"1535 Alfred St, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90db0f950b759a8074e53/1559747164760/Camilo-Pardo-2017-Detroit-Mural-Project.jpg
74,DETROIT MURAL #0272,Anthony Lee,"1807 Alfred St, Detroit, MI (alley)",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90d3aaa4a99a971820c0f/1559747185917/Anthony-Lee-Eastern-Market-2017-Detroit-Mural-Project.JPG
75,DETROIT MURAL #0271,Shaini Kasztelan & Heidi Barlow,"1807 Alfred St, Detroit, MI",2017,https://static1.squarespace.com/static/5ab0771496e76f89eeebf997/5ca3c3e7e4966ba9b7e6f488/5ab90d1f8a922da0c50fd6d0/1559747203079/Shaini-Kasztelan-Heidi-Barlow-2017-Detroit-Mural-Project.jpg
